date,home_team,home_continent,away_team,away_continent,team,scorer,minute,own_goal,penalty
11/10/1996,Slovenia,Europe,Bosnia and Herzegovina,Europe,Bosnia and Herzegovina,Elvir Bolić,5,FALSE,FALSE
11/10/1996,Slovenia,Europe,Bosnia and Herzegovina,Europe,Bosnia and Herzegovina,Meho Kodro,33,FALSE,FALSE
11/10/1996,Slovenia,Europe,Bosnia and Herzegovina,Europe,Slovenia,Zlatko Zahovič,41,FALSE,TRUE
11/10/1996,Switzerland,Europe,Norway,Europe,Norway,Øyvind Leonhardsen,32,FALSE,FALSE
11/10/1996,Togo,Africa,Cameroon,Africa,Cameroon,Alphonse Tchami,10,FALSE,FALSE
11/10/1996,Togo,Africa,Cameroon,Africa,Cameroon,Alphonse Tchami,24,FALSE,FALSE
11/10/1996,Togo,Africa,Cameroon,Africa,Togo,Kossi Noutsoudje,50,FALSE,FALSE
11/10/1996,Togo,Africa,Cameroon,Africa,Cameroon,Alphonse Tchami,55,FALSE,FALSE
11/10/1996,Togo,Africa,Cameroon,Africa,Cameroon,Jean-Jacques Missé-Missé,63,FALSE,FALSE
11/10/1996,Togo,Africa,Cameroon,Africa,Togo,Tadjou Salou,83,FALSE,TRUE
11/10/1996,Turkey,Europe/Asia,San Marino,Europe,Turkey,Oktay Derelioğlu,25,FALSE,FALSE
11/10/1996,Turkey,Europe/Asia,San Marino,Europe,Turkey,Oktay Derelioğlu,38,FALSE,FALSE
11/10/1996,Turkey,Europe/Asia,San Marino,Europe,Turkey,Oktay Derelioğlu,51,FALSE,FALSE
11/10/1996,Turkey,Europe/Asia,San Marino,Europe,Turkey,Hakan Şükür,56,FALSE,FALSE
11/10/1996,Turkey,Europe/Asia,San Marino,Europe,Turkey,Oktay Derelioğlu,59,FALSE,FALSE
11/10/1996,Turkey,Europe/Asia,San Marino,Europe,Turkey,Hakan Şükür,63,FALSE,FALSE
11/10/1996,Turkey,Europe/Asia,San Marino,Europe,Turkey,Ertuğrul Sağlam,81,FALSE,FALSE
11/10/1996,United States,North America,Trinidad and Tobago,North America,United States,Thomas Dooley,53,FALSE,FALSE
11/10/1996,United States,North America,Trinidad and Tobago,North America,United States,Eric Wynalda,84,FALSE,FALSE
11/11/1996,Tonga,Oceania,Cook Islands,Oceania,Tonga,Timote Moleni,20,FALSE,FALSE
11/11/1996,Tonga,Oceania,Cook Islands,Oceania,Tonga,Timote Moleni,67,FALSE,FALSE
11/12/1996,Chile,South America,Uruguay,South America,Chile,Marcelo Salas,60,FALSE,FALSE
11/13/1996,Samoa,Oceania,Cook Islands,Oceania,Samoa,T. Tapunuu,10,FALSE,FALSE
11/13/1996,Samoa,Oceania,Cook Islands,Oceania,Samoa,Michael Junior Palusami,20,FALSE,FALSE
11/13/1996,Samoa,Oceania,Cook Islands,Oceania,Cook Islands,Mani Stenter,68,FALSE,FALSE
11/13/1996,Spain,Europe,Slovakia,Europe,Spain,Juan Antonio Pizzi,31,FALSE,FALSE
11/13/1996,Spain,Europe,Slovakia,Europe,Slovakia,Dušan Tittel,39,FALSE,FALSE
11/13/1996,Spain,Europe,Slovakia,Europe,Spain,Guillermo Amor,47,FALSE,FALSE
11/13/1996,Spain,Europe,Slovakia,Europe,Spain,Luis Enrique,51,FALSE,FALSE
11/13/1996,Spain,Europe,Slovakia,Europe,Spain,Fernando Hierro,62,FALSE,FALSE
11/15/1996,Tonga,Oceania,Samoa,Oceania,Tonga,Tolutau Vane,29,FALSE,FALSE
11/17/1996,Honduras,North America,Saint Vincent and the Grenadines,North America,Honduras,Barrios Zapata,3,FALSE,FALSE
11/17/1996,Honduras,North America,Saint Vincent and the Grenadines,North America,Honduras,Nicolás Suazo,11,FALSE,FALSE
11/17/1996,Honduras,North America,Saint Vincent and the Grenadines,North America,Honduras,Arnold Cruz,19,FALSE,FALSE
11/17/1996,Honduras,North America,Saint Vincent and the Grenadines,North America,Honduras,Carlos Pavón,30,FALSE,FALSE
11/17/1996,Honduras,North America,Saint Vincent and the Grenadines,North America,Saint Vincent and the Grenadines,Rodney Jack,37,FALSE,FALSE
11/17/1996,Honduras,North America,Saint Vincent and the Grenadines,North America,Honduras,Nicolás Suazo,38,FALSE,FALSE
11/17/1996,Honduras,North America,Saint Vincent and the Grenadines,North America,Honduras,Enrique Reneau,48,FALSE,FALSE
11/17/1996,Honduras,North America,Saint Vincent and the Grenadines,North America,Honduras,Nicolás Suazo,50,FALSE,FALSE
11/17/1996,Honduras,North America,Saint Vincent and the Grenadines,North America,Saint Vincent and the Grenadines,Alwyn Guy,62,FALSE,FALSE
11/17/1996,Honduras,North America,Saint Vincent and the Grenadines,North America,Honduras,Merlyn Membreño,65,FALSE,FALSE
11/17/1996,Honduras,North America,Saint Vincent and the Grenadines,North America,Honduras,Milton Núñez,67,FALSE,FALSE
11/17/1996,Honduras,North America,Saint Vincent and the Grenadines,North America,Saint Vincent and the Grenadines,Everad Sam,75,FALSE,FALSE
11/17/1996,Honduras,North America,Saint Vincent and the Grenadines,North America,Honduras,Eduardo Bennett,77,FALSE,TRUE
11/17/1996,Honduras,North America,Saint Vincent and the Grenadines,North America,Honduras,Milton Núñez,84,FALSE,FALSE
11/17/1996,Jamaica,North America,Mexico,North America,Jamaica,Ian Goodison,82,FALSE,FALSE
11/24/1996,Guatemala,North America,Costa Rica,North America,Guatemala,Juan Carlos Plata,34,FALSE,FALSE
11/24/1996,Trinidad and Tobago,North America,United States,North America,United States,Joe-Max Moore,36,FALSE,FALSE
12/1/1996,Costa Rica,North America,United States,North America,Costa Rica,Paulo Wanchope,39,FALSE,FALSE
12/1/1996,Costa Rica,North America,United States,North America,Costa Rica,Wilmer López,84,FALSE,FALSE
12/1/1996,Costa Rica,North America,United States,North America,United States,Cobi Jones,90,FALSE,FALSE
12/1/1996,El Salvador,North America,Cuba,North America,El Salvador,William Renderos Iraheta,3,FALSE,FALSE
12/1/1996,El Salvador,North America,Cuba,North America,El Salvador,Raúl Díaz Arce,30,FALSE,FALSE
12/1/1996,El Salvador,North America,Cuba,North America,El Salvador,Jorge Rodríguez,49,FALSE,FALSE
12/4/1996,Indonesia,Asia,Kuwait,Asia,Indonesia,Widodo Cahyono Putro,20,FALSE,FALSE
12/4/1996,Indonesia,Asia,Kuwait,Asia,Indonesia,Ronny Wabia,40,FALSE,FALSE
12/4/1996,Indonesia,Asia,Kuwait,Asia,Kuwait,Hani Al Saqer,73,FALSE,FALSE
12/4/1996,Indonesia,Asia,Kuwait,Asia,Kuwait,Badr Haji,84,FALSE,TRUE
12/4/1996,United Arab Emirates,Asia,South Korea,Asia,South Korea,Hwang Sun-hong,9,FALSE,FALSE
12/4/1996,United Arab Emirates,Asia,South Korea,Asia,United Arab Emirates,Khamees Saad Mubarak,40,FALSE,FALSE
12/5/1996,Iran,Asia,Iraq,Asia,Iraq,Hussam Fawzi,37,FALSE,FALSE
12/5/1996,Iran,Asia,Iraq,Asia,Iraq,Khalid Mohammed Sabbar,69,FALSE,FALSE
12/5/1996,Iran,Asia,Iraq,Asia,Iran,Ali Daei,90,FALSE,TRUE
12/5/1996,Saudi Arabia,Asia,Thailand,Asia,Saudi Arabia,Khalid Al-Temawi,10,FALSE,TRUE
12/5/1996,Saudi Arabia,Asia,Thailand,Asia,Saudi Arabia,Fahad Al-Mehallel,15,FALSE,FALSE
12/5/1996,Saudi Arabia,Asia,Thailand,Asia,Saudi Arabia,Khaled Massad,18,FALSE,FALSE
12/5/1996,Saudi Arabia,Asia,Thailand,Asia,Saudi Arabia,Khalid Al-Temawi,29,FALSE,TRUE
12/5/1996,Saudi Arabia,Asia,Thailand,Asia,Saudi Arabia,Sami Al-Jaber,52,FALSE,FALSE
12/5/1996,Saudi Arabia,Asia,Thailand,Asia,Saudi Arabia,Fahad Al-Mehallel,54,FALSE,FALSE
12/6/1996,China PR,Asia,Uzbekistan,Asia,Uzbekistan,Igor Shkvyrin,78,FALSE,FALSE
12/6/1996,China PR,Asia,Uzbekistan,Asia,Uzbekistan,Oleg Shatskikh,90,FALSE,FALSE
12/6/1996,Japan,Asia,Syria,Asia,Syria,Nader Joukhadar,8,FALSE,FALSE
12/6/1996,Japan,Asia,Syria,Asia,Japan,Hassan Abbas,85,TRUE,FALSE
12/6/1996,Japan,Asia,Syria,Asia,Japan,Takuya Takagi,88,FALSE,FALSE
12/7/1996,South Korea,Asia,Indonesia,Asia,South Korea,Kim Do-hoon,5,FALSE,FALSE
12/7/1996,South Korea,Asia,Indonesia,Asia,South Korea,Hwang Sun-hong,7,FALSE,FALSE
12/7/1996,South Korea,Asia,Indonesia,Asia,South Korea,Hwang Sun-hong,15,FALSE,FALSE
12/7/1996,South Korea,Asia,Indonesia,Asia,South Korea,Ko Jeong-woon,55,FALSE,FALSE
12/7/1996,South Korea,Asia,Indonesia,Asia,Indonesia,Ronny Wabia,58,FALSE,FALSE
12/7/1996,South Korea,Asia,Indonesia,Asia,Indonesia,Widodo Cahyono Putro,65,FALSE,FALSE
12/7/1996,United Arab Emirates,Asia,Kuwait,Asia,Kuwait,Jasem Al-Huwaidi,9,FALSE,FALSE
12/7/1996,United Arab Emirates,Asia,Kuwait,Asia,Kuwait,Jasem Al-Huwaidi,44,FALSE,FALSE
12/7/1996,United Arab Emirates,Asia,Kuwait,Asia,United Arab Emirates,Hassan Saeed Ahmed,53,FALSE,FALSE
12/7/1996,United Arab Emirates,Asia,Kuwait,Asia,United Arab Emirates,Adnan Al Talyani,55,FALSE,FALSE
12/7/1996,United Arab Emirates,Asia,Kuwait,Asia,United Arab Emirates,Saad Bakheet Mubarak,80,FALSE,FALSE
12/8/1996,Guatemala,North America,Trinidad and Tobago,North America,Guatemala,Julio Rodas,26,FALSE,FALSE
12/8/1996,Guatemala,North America,Trinidad and Tobago,North America,Trinidad and Tobago,Angus Eve,30,FALSE,FALSE
12/8/1996,Guatemala,North America,Trinidad and Tobago,North America,Guatemala,Julio Rodas,67,FALSE,FALSE
12/8/1996,Saudi Arabia,Asia,Iraq,Asia,Saudi Arabia,Fahad Al-Mehallel,26,FALSE,FALSE
12/8/1996,Thailand,Asia,Iran,Asia,Iran,Naeim Saadavi,38,FALSE,FALSE
12/8/1996,Thailand,Asia,Iran,Asia,Iran,Mehrdad Minavand,54,FALSE,FALSE
12/8/1996,Thailand,Asia,Iran,Asia,Iran,Ali Daei,70,FALSE,FALSE
12/8/1996,Thailand,Asia,Iran,Asia,Thailand,Kiatisuk Senamuang,80,FALSE,FALSE
12/9/1996,Japan,Asia,Uzbekistan,Asia,Japan,Hiroshi Nanami,7,FALSE,FALSE
12/9/1996,Japan,Asia,Uzbekistan,Asia,Japan,Kazuyoshi Miura,37,FALSE,FALSE
12/9/1996,Japan,Asia,Uzbekistan,Asia,Japan,Masakiyo Maezono,86,FALSE,FALSE
12/9/1996,Japan,Asia,Uzbekistan,Asia,Japan,Masakiyo Maezono,90,FALSE,FALSE
12/9/1996,Syria,Asia,China PR,Asia,China PR,Ma Mingyu,35,FALSE,FALSE
12/9/1996,Syria,Asia,China PR,Asia,China PR,Gao Feng,49,FALSE,FALSE
12/9/1996,Syria,Asia,China PR,Asia,China PR,Li Bing,73,FALSE,FALSE
12/10/1996,Kuwait,Asia,South Korea,Asia,Kuwait,Jasem Al-Huwaidi,60,FALSE,FALSE
12/10/1996,Kuwait,Asia,South Korea,Asia,Kuwait,Bashar Abdullah,87,FALSE,FALSE
12/10/1996,United Arab Emirates,Asia,Indonesia,Asia,United Arab Emirates,Hassan Saeed Ahmed,15,FALSE,FALSE
12/10/1996,United Arab Emirates,Asia,Indonesia,Asia,United Arab Emirates,Adnan Al Talyani,64,FALSE,FALSE
12/11/1996,Iraq,Asia,Thailand,Asia,Iraq,Haidar Mahmoud,17,FALSE,FALSE
12/11/1996,Iraq,Asia,Thailand,Asia,Iraq,Laith Hussein,23,FALSE,FALSE
12/11/1996,Iraq,Asia,Thailand,Asia,Thailand,Dusit Chalermsan,26,FALSE,FALSE
12/11/1996,Iraq,Asia,Thailand,Asia,Iraq,Haidar Mahmoud,50,FALSE,FALSE
12/11/1996,Iraq,Asia,Thailand,Asia,Iraq,Laith Hussein,63,FALSE,FALSE
12/11/1996,Saudi Arabia,Asia,Iran,Asia,Iran,Ali Daei,12,FALSE,FALSE
12/11/1996,Saudi Arabia,Asia,Iran,Asia,Iran,Karim Bagheri,37,FALSE,FALSE
12/11/1996,Saudi Arabia,Asia,Iran,Asia,Iran,Khodadad Azizi,47,FALSE,FALSE
12/12/1996,Japan,Asia,China PR,Asia,Japan,Naoki Soma,90,FALSE,FALSE
12/12/1996,Uzbekistan,Asia,Syria,Asia,Syria,Nader Joukhadar,48,FALSE,FALSE
12/12/1996,Uzbekistan,Asia,Syria,Asia,Uzbekistan,Sergey Lebedev,53,FALSE,TRUE
12/12/1996,Uzbekistan,Asia,Syria,Asia,Syria,Ali Cheikh Dib,74,FALSE,FALSE
12/14/1996,Belgium,Europe,Netherlands,Europe,Netherlands,Dennis Bergkamp,24,FALSE,FALSE
12/14/1996,Belgium,Europe,Netherlands,Europe,Netherlands,Clarence Seedorf,29,FALSE,FALSE
12/14/1996,Belgium,Europe,Netherlands,Europe,Netherlands,Wim Jonk,89,FALSE,TRUE
12/14/1996,Cyprus,Europe,Bulgaria,Europe,Bulgaria,Emil Kostadinov,23,FALSE,FALSE
12/14/1996,Cyprus,Europe,Bulgaria,Europe,Cyprus,Pambos Pittas,29,FALSE,FALSE
12/14/1996,Cyprus,Europe,Bulgaria,Europe,Bulgaria,Krasimir Balakov,34,FALSE,FALSE
12/14/1996,Cyprus,Europe,Bulgaria,Europe,Bulgaria,Ilian Iliev,70,FALSE,FALSE
12/14/1996,North Macedonia,Europe,Romania,Europe,Romania,Gheorghe Popescu,36,FALSE,FALSE
12/14/1996,North Macedonia,Europe,Romania,Europe,Romania,Gheorghe Popescu,45,FALSE,FALSE
12/14/1996,North Macedonia,Europe,Romania,Europe,Romania,Gheorghe Popescu,90,FALSE,TRUE
12/14/1996,Northern Ireland,Europe,Albania,Europe,Northern Ireland,Iain Dowie,12,FALSE,FALSE
12/14/1996,Northern Ireland,Europe,Albania,Europe,Northern Ireland,Iain Dowie,21,FALSE,FALSE
12/14/1996,Spain,Europe,Serbia,Europe,Spain,Pep Guardiola,19,FALSE,FALSE
12/14/1996,Spain,Europe,Serbia,Europe,Spain,Raúl,37,FALSE,FALSE
12/14/1996,United States,North America,Costa Rica,North America,United States,Brian McBride,16,FALSE,FALSE
12/14/1996,United States,North America,Costa Rica,North America,United States,Roy Lassiter,60,FALSE,FALSE
12/14/1996,United States,North America,Costa Rica,North America,Costa Rica,Rónald Gómez,74,FALSE,FALSE
12/15/1996,Argentina,South America,Chile,South America,Chile,Fernando Cornejo,52,FALSE,FALSE
12/15/1996,Argentina,South America,Chile,South America,Argentina,Gabriel Batistuta,76,FALSE,TRUE
12/15/1996,El Salvador,North America,Canada,North America,Canada,Mark Watson,62,FALSE,FALSE
12/15/1996,El Salvador,North America,Canada,North America,Canada,Alex Bunbury,66,FALSE,FALSE
12/15/1996,Israel,Asia,Luxembourg,Europe,Israel,Eli Ohana,39,FALSE,FALSE
12/15/1996,Kuwait,Asia,Japan,Asia,Kuwait,Jasem Al-Huwaidi,17,FALSE,FALSE
12/15/1996,Kuwait,Asia,Japan,Asia,Kuwait,Jasem Al-Huwaidi,54,FALSE,FALSE
12/15/1996,Panama,North America,Cuba,North America,Panama,Víctor René Mendieta Ocampo,15,FALSE,FALSE
12/15/1996,Panama,North America,Cuba,North America,Panama,Rubén Guevara,55,FALSE,FALSE
12/15/1996,Panama,North America,Cuba,North America,Panama,Jorge Dely Valdés,58,FALSE,FALSE
12/15/1996,Panama,North America,Cuba,North America,Cuba,Lester Moré,67,FALSE,FALSE
12/15/1996,United Arab Emirates,Asia,Iraq,Asia,United Arab Emirates,Abdulrahman Ibrahim,103,FALSE,FALSE
12/15/1996,Uruguay,South America,Peru,South America,Uruguay,Paolo Montero,2,FALSE,FALSE
12/15/1996,Uruguay,South America,Peru,South America,Uruguay,Pablo Bengoechea,38,FALSE,FALSE
12/15/1996,Venezuela,South America,Colombia,South America,Colombia,Jorge Bermúdez,7,FALSE,FALSE
12/15/1996,Venezuela,South America,Colombia,South America,Colombia,Iván Valenciano,50,FALSE,FALSE
12/16/1996,Saudi Arabia,Asia,China PR,Asia,China PR,Zhang Enhua,6,FALSE,FALSE
12/16/1996,Saudi Arabia,Asia,China PR,Asia,China PR,Peng Weiguo,16,FALSE,FALSE
12/16/1996,Saudi Arabia,Asia,China PR,Asia,Saudi Arabia,Yousuf Al-Thunayan,31,FALSE,FALSE
12/16/1996,Saudi Arabia,Asia,China PR,Asia,Saudi Arabia,Sami Al-Jaber,34,FALSE,FALSE
12/16/1996,Saudi Arabia,Asia,China PR,Asia,Saudi Arabia,Fahad Al-Mehallel,43,FALSE,FALSE
12/16/1996,Saudi Arabia,Asia,China PR,Asia,Saudi Arabia,Yousuf Al-Thunayan,65,FALSE,FALSE
12/16/1996,Saudi Arabia,Asia,China PR,Asia,China PR,Zhang Enhua,89,FALSE,FALSE
12/16/1996,South Korea,Asia,Iran,Asia,South Korea,Kim Do-hoon,11,FALSE,FALSE
12/16/1996,South Korea,Asia,Iran,Asia,Iran,Karim Bagheri,31,FALSE,FALSE
12/16/1996,South Korea,Asia,Iran,Asia,South Korea,Shin Tae-Yong,35,FALSE,FALSE
12/16/1996,South Korea,Asia,Iran,Asia,Iran,Khodadad Azizi,52,FALSE,FALSE
12/16/1996,South Korea,Asia,Iran,Asia,Iran,Ali Daei,66,FALSE,FALSE
12/16/1996,South Korea,Asia,Iran,Asia,Iran,Ali Daei,76,FALSE,FALSE
12/16/1996,South Korea,Asia,Iran,Asia,Iran,Ali Daei,83,FALSE,FALSE
12/16/1996,South Korea,Asia,Iran,Asia,Iran,Ali Daei,89,FALSE,TRUE
12/18/1996,Malta,Europe,Spain,Europe,Spain,Julen Guerrero,8,FALSE,FALSE
12/18/1996,Malta,Europe,Spain,Europe,Spain,Julen Guerrero,26,FALSE,FALSE
12/18/1996,Malta,Europe,Spain,Europe,Spain,Julen Guerrero,33,FALSE,FALSE
12/19/1996,United Arab Emirates,Asia,Kuwait,Asia,United Arab Emirates,Hassan Saeed Ahmed,69,FALSE,FALSE
12/21/1996,Costa Rica,North America,Trinidad and Tobago,North America,Trinidad and Tobago,Jerren Nixon,7,FALSE,FALSE
12/21/1996,Costa Rica,North America,Trinidad and Tobago,North America,Costa Rica,Paulo Wanchope,44,FALSE,FALSE
12/21/1996,Costa Rica,North America,Trinidad and Tobago,North America,Costa Rica,Paulo Wanchope,60,FALSE,FALSE
12/21/1996,Guatemala,North America,United States,North America,United States,Preki,7,FALSE,FALSE
12/21/1996,Guatemala,North America,United States,North America,Guatemala,Juan Manuel Funes,9,FALSE,FALSE
12/21/1996,Guatemala,North America,United States,North America,Guatemala,Juan Carlos Plata,44,FALSE,FALSE
12/21/1996,Guatemala,North America,United States,North America,United States,Frankie Hejduk,48,FALSE,FALSE
12/21/1996,Iran,Asia,Kuwait,Asia,Kuwait,Jasem Al-Huwaidi,15,FALSE,FALSE
12/21/1996,Iran,Asia,Kuwait,Asia,Iran,Ali Daei,40,FALSE,FALSE
1/11/1997,Sierra Leone,Africa,Gabon,Africa,Sierra Leone,Abu Kanu,46,FALSE,FALSE
1/12/1997,Bolivia,South America,Ecuador,South America,Bolivia,Jaime Moreno,7,FALSE,FALSE
1/12/1997,Bolivia,South America,Ecuador,South America,Bolivia,Marco Etcheverry,12,FALSE,FALSE
1/12/1997,Burkina Faso,Africa,Guinea,Africa,Guinea,Souleymane Oularé,17,FALSE,FALSE
1/12/1997,Burkina Faso,Africa,Guinea,Africa,Guinea,Momo Soumah,44,FALSE,FALSE
1/12/1997,DR Congo,Africa,Congo,Africa,Congo,Christ Bongo,4,FALSE,FALSE
1/12/1997,DR Congo,Africa,Congo,Africa,DR Congo,Nzelo Hervé Lembi,13,FALSE,FALSE
1/12/1997,Ghana,Africa,Morocco,Africa,Morocco,Salaheddine Bassir,30,FALSE,FALSE
1/12/1997,Ghana,Africa,Morocco,Africa,Morocco,Mustapha Hadji,70,FALSE,FALSE
1/12/1997,Ghana,Africa,Morocco,Africa,Ghana,Samuel Johnson,77,FALSE,FALSE
1/12/1997,Ghana,Africa,Morocco,Africa,Ghana,Arthur Moses,89,FALSE,FALSE
1/12/1997,Kenya,Africa,Nigeria,Africa,Kenya,Kennedy Simiyu,22,FALSE,FALSE
1/12/1997,Kenya,Africa,Nigeria,Africa,Nigeria,Jonathan Akpoborie,48,FALSE,FALSE
1/12/1997,Peru,South America,Chile,South America,Peru,Flavio Maestri,15,FALSE,FALSE
1/12/1997,Peru,South America,Chile,South America,Peru,Roberto Palacios,34,FALSE,FALSE
1/12/1997,Peru,South America,Chile,South America,Chile,Iván Zamorano,88,FALSE,FALSE
1/12/1997,Tunisia,Africa,Egypt,Africa,Tunisia,Zoubeir Baya,10,FALSE,FALSE
1/12/1997,Venezuela,South America,Paraguay,South America,Paraguay,Miguel Ángel Benítez,6,FALSE,FALSE
1/12/1997,Venezuela,South America,Paraguay,South America,Paraguay,Julio César Enciso,62,FALSE,FALSE
1/12/1997,Zimbabwe,Africa,Togo,Africa,Zimbabwe,Kennedy Chihuri,16,FALSE,FALSE
1/12/1997,Zimbabwe,Africa,Togo,Africa,Zimbabwe,Vitalis Takawira,21,FALSE,TRUE
1/12/1997,Zimbabwe,Africa,Togo,Africa,Zimbabwe,Vitalis Takawira,49,FALSE,FALSE
2/11/1997,Ecuador,South America,Uruguay,South America,Ecuador,Álex Aguinaga,6,FALSE,FALSE
2/11/1997,Ecuador,South America,Uruguay,South America,Ecuador,Agustín Delgado,68,FALSE,FALSE
2/11/1997,Ecuador,South America,Uruguay,South America,Ecuador,Agustín Delgado,76,FALSE,FALSE
2/11/1997,Ecuador,South America,Uruguay,South America,Ecuador,Cléber Chalá,87,FALSE,FALSE
2/12/1997,Bolivia,South America,Chile,South America,Bolivia,Vladimir Soria,28,FALSE,FALSE
2/12/1997,Bolivia,South America,Chile,South America,Chile,Pedro González Vera,44,FALSE,FALSE
2/12/1997,Colombia,South America,Argentina,South America,Argentina,Claudio López,10,FALSE,FALSE
2/12/1997,England,Europe,Italy,Europe,Italy,Gianfranco Zola,19,FALSE,FALSE
2/12/1997,Paraguay,South America,Peru,South America,Paraguay,Catalino Rivarola,12,FALSE,FALSE
2/12/1997,Paraguay,South America,Peru,South America,Peru,José Pereda,33,FALSE,FALSE
2/12/1997,Paraguay,South America,Peru,South America,Paraguay,Arístides Rojas,40,FALSE,FALSE
2/12/1997,Spain,Europe,Malta,Europe,Spain,Pep Guardiola,25,FALSE,FALSE
2/12/1997,Spain,Europe,Malta,Europe,Spain,Alfonso Pérez,40,FALSE,FALSE
2/12/1997,Spain,Europe,Malta,Europe,Spain,Alfonso Pérez,47,FALSE,FALSE
2/12/1997,Spain,Europe,Malta,Europe,Spain,Juan Antonio Pizzi,89,FALSE,FALSE
2/15/1997,Tonga,Oceania,Solomon Islands,Oceania,Solomon Islands,George Kiriau,34,FALSE,FALSE
2/15/1997,Tonga,Oceania,Solomon Islands,Oceania,Solomon Islands,Robert Seni,73,FALSE,FALSE
2/15/1997,Tonga,Oceania,Solomon Islands,Oceania,Solomon Islands,Noel Berry,85,FALSE,FALSE
2/15/1997,Tonga,Oceania,Solomon Islands,Oceania,Solomon Islands,Augustine Peli,87,FALSE,FALSE
2/22/1997,Hong Kong,Asia,South Korea,Asia,South Korea,Seo Jung-won,60,FALSE,FALSE
2/22/1997,Hong Kong,Asia,South Korea,Asia,South Korea,Choi Moon-Sik,75,FALSE,FALSE
3/1/1997,Solomon Islands,Oceania,Tonga,Oceania,Solomon Islands,Noel Berry,3,FALSE,FALSE
3/1/1997,Solomon Islands,Oceania,Tonga,Oceania,Solomon Islands,Eddie Rukumana,12,FALSE,FALSE
3/1/1997,Solomon Islands,Oceania,Tonga,Oceania,Solomon Islands,Danny Wabo,37,FALSE,FALSE
3/1/1997,Solomon Islands,Oceania,Tonga,Oceania,Solomon Islands,Noel Berry,41,FALSE,FALSE
3/1/1997,Solomon Islands,Oceania,Tonga,Oceania,Solomon Islands,Noel Berry,57,FALSE,FALSE
3/1/1997,Solomon Islands,Oceania,Tonga,Oceania,Solomon Islands,Robert Seni,61,FALSE,FALSE
3/1/1997,Solomon Islands,Oceania,Tonga,Oceania,Solomon Islands,Robert Seni,63,FALSE,FALSE
3/1/1997,Solomon Islands,Oceania,Tonga,Oceania,Solomon Islands,George Kiriau,66,FALSE,FALSE
3/1/1997,Solomon Islands,Oceania,Tonga,Oceania,Solomon Islands,Robert Seni,74,FALSE,FALSE
3/2/1997,Mexico,North America,Canada,North America,Mexico,Carlos Hermosillo,51,FALSE,FALSE
3/2/1997,Mexico,North America,Canada,North America,Mexico,Benjamín Galindo,61,FALSE,TRUE
3/2/1997,Mexico,North America,Canada,North America,Mexico,Carlos Hermosillo,81,FALSE,FALSE
3/2/1997,Mexico,North America,Canada,North America,Mexico,Luís Roberto Alves,88,FALSE,FALSE
3/2/1997,Thailand,Asia,South Korea,Asia,South Korea,Roh Sang-Rae,18,FALSE,FALSE
3/2/1997,Thailand,Asia,South Korea,Asia,Thailand,Piyapong Pue-on,48,FALSE,FALSE
3/2/1997,Thailand,Asia,South Korea,Asia,South Korea,Ha Seok-ju,74,FALSE,FALSE
3/2/1997,Thailand,Asia,South Korea,Asia,South Korea,Choi Moon-Sik,86,FALSE,FALSE
3/9/1997,Thailand,Asia,Hong Kong,Asia,Thailand,Krissada Piandit,23,FALSE,FALSE
3/9/1997,Thailand,Asia,Hong Kong,Asia,Thailand,Natipong Sritong-In,79,FALSE,FALSE
3/16/1997,Malaysia,Asia,Bangladesh,Asia,Malaysia,Azman Adnan,43,FALSE,FALSE
3/16/1997,Malaysia,Asia,Bangladesh,Asia,Malaysia,Idris Abdul Karim,87,FALSE,FALSE
3/16/1997,Taiwan,Asia,Saudi Arabia,Asia,Saudi Arabia,Obeid Al-Dosari,34,FALSE,FALSE
3/16/1997,Taiwan,Asia,Saudi Arabia,Asia,Saudi Arabia,Ibrahim Al-Shahrani,37,FALSE,FALSE
3/16/1997,United States,North America,Canada,North America,United States,Eric Wynalda,7,FALSE,TRUE
3/16/1997,United States,North America,Canada,North America,United States,Eddie Pope,14,FALSE,FALSE
3/16/1997,United States,North America,Canada,North America,United States,Earnie Stewart,89,FALSE,FALSE
3/18/1997,Bangladesh,Asia,Taiwan,Asia,Bangladesh,Mohammed Jewel Rana,56,FALSE,FALSE
3/18/1997,Bangladesh,Asia,Taiwan,Asia,Taiwan,Lin Wen Han,59,FALSE,FALSE
3/18/1997,Bangladesh,Asia,Taiwan,Asia,Taiwan,Huang Che-ming,62,FALSE,FALSE
3/18/1997,Bangladesh,Asia,Taiwan,Asia,Taiwan,Chen Kuei-jen,78,FALSE,FALSE
3/20/1997,Bangladesh,Asia,Saudi Arabia,Asia,Saudi Arabia,Khaled Massad,20,FALSE,FALSE
3/20/1997,Bangladesh,Asia,Saudi Arabia,Asia,Saudi Arabia,Khalid Al-Temawi,27,FALSE,FALSE
3/20/1997,Bangladesh,Asia,Saudi Arabia,Asia,Bangladesh,Mohammed Jewel Rana,44,FALSE,FALSE
